novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Pilate,388993,388999,character_reference,0.7,Pilate,"r Guitar. Staggering up the stairs, he remembered Pilate's back as she got out of the Buick-not bent at al",annotator_2,overlap
Beloved (1987),Paul,438365,438369,character_reference,0.85,Paul,"at's a load off. I thought everybody gone crazy."" Paul D shook his head. ""Just me.' 99 ""You planning to",annotator_2,overlap
Beloved (1987),mark,117007,117011,thematic_reference,0.9,Mark,"?"" ""I didn't understand it then. Not till I had a mark of my own."" ""What happened to her?"" ""Hung. By the",annotator_2,overlap
Sula (1973),Matthew,195575,195582,thematic_reference,0.9,Matthew,suits of the occult as the women of Greater Saint Matthew's were in the search for redeeming grace. So when,annotator_2,overlap
Song of Solomon (1977),Hagar,237432,237437,character_reference,0.85,Hagar,the tinkle and clatter of glass he did not move. Hagar put her shoe back on before reaching into the win,annotator_2,unique
Song of Solomon (1977),Pilate,615688,615694,character_reference,0.7,Pilate,"Pilate. He was calling for his wife-your mother. Pilate! Get me out of here!"" Light exploded in his face.",annotator_2,unique
Tar Baby (1981),Gideon,547966,547972,character_reference,0.85,Gideon,"nd I can't get hungry."" ""Come with me then,"" said Gideon. ""Let's go out. Go to Grande Cinq, have a drink a",annotator_2,overlap
Song of Solomon (1977),Pilate,227382,227388,character_reference,0.7,Pilate,I wouldn't have been able to save you except for Pilate. Pilate was the one brought you here in the first,annotator_2,overlap
Song of Solomon (1977),Solomon,561841,561848,character_reference,0.85,Solomon,nly son of Solomon? Was that Jake the only son of Solomon? Jake. He strained to hear the children. That was,annotator_2,overlap
Song of Solomon (1977),John,353603,353607,thematic_reference,0.9,John,"led in, a plant, or even the Christmas wreath St. John's third-grade class presented to her in gratitude",annotator_2,overlap
Beloved (1987),John,275419,275423,thematic_reference,0.9,John,"West, she heard. No point in trying for Tyree or John. They cut thirty years ago and, if she searched t",annotator_2,unique
Beloved (1987),Paul,430131,430135,character_reference,0.85,Paul,? Five guns are trained on him while they listen. Paul D cannot see them when they step away from lampli,annotator_2,unique
Beloved (1987),John,351401,351405,thematic_reference,0.9,John,a disagreeable breakfast he went to see Ella and John to find out what they knew. Perhaps there he coul,annotator_2,overlap
Jazz (1992),lot,195225,195228,character_reference,0.7,Lot,"n the school yard. It was nice, packed dirt but a lot of nails and things were in it. Both of us barefo",annotator_2,overlap
Song of Solomon (1977),Pilate,621386,621392,character_reference,0.7,Pilate,"y- ing to find the place where she might be hit. ""Pilate? You okay?"" He couldn't make out her eyes. His ha",annotator_2,unique
Song of Solomon (1977),Pilate,241716,241722,character_reference,0.7,Pilate,lean brown house set back from the unpaved road. Pilate was sitting on a chair; Reba was cutting Pilate's,annotator_2,unique
Beloved (1987),Paul,70889,70893,character_reference,0.85,Paul,"ner passed. The men could have done it, even with Paul F sold. But it was like Halle said. She didn't wa",annotator_2,overlap
Song of Solomon (1977),Pilate,390641,390647,character_reference,0.7,Pilate,"e the shame he felt as he watched and listened to Pilate. Not just her Aunt Jemima act, but the fact that",annotator_2,overlap
Tar Baby (1981),Mary,64153,64157,character_reference,0.85,Mary,"ty or special work to be done, he did not bring a Mary who, according to Sydney, might be his wife, his",annotator_2,overlap
Song of Solomon (1977),Pilate,615299,615305,character_reference,0.7,Pilate,"ing his wrists, he laughed. ""Pilate!"" he called. ""Pilate! That's not what he meant. Pilate! He didn't mean",annotator_2,overlap
Paradise (1998),lot,207063,207066,character_reference,0.7,Lot,ver. When he and Steward had enlisted there was a lot to learn-from how to tie an army tie to how to pa,annotator_2,overlap
Tar Baby (1981),grace,161041,161046,thematic_reference,0.8,Grace,"know you."" It must have been that same an- tique grace that made him look at a raggedy black man who had",annotator_2,overlap
Tar Baby (1981),Gideon,187320,187326,character_reference,0.7,Gideon,"l there, untouched by all but fruit flies. It was Gideon who had the solution: instead of fixing the sash",annotator_2,overlap
Song of Solomon (1977),Hagar,592194,592199,character_reference,0.85,Hagar,"by girl."" Conversationally she spoke, identifying Hagar, selecting her away from everybody else in the wo",annotator_2,unique
Paradise (1998),James,46749,46754,thematic_reference,0.9,James,"eliciting peals of laughter from Sal. When Billy James spit Kool-Aid into Mavis' plate, his father said,",annotator_2,overlap
Song of Solomon (1977),Pilate,250335,250341,character_reference,0.7,Pilate,"from the back of the house. Pilate, she thought. Pilate hummed and chewed things all the time. Ruth would",annotator_2,overlap
Song of Solomon (1977),Hagar,573821,573826,character_reference,0.85,Hagar,","" she said. ""Ain't it pretty?” ""No wonder,"" said Hagar. ""No wonder."" ""No wonder what?"" asked Pilate. ""Lo",annotator_2,overlap
Song of Solomon (1977),Jesus,606556,606561,character_reference,0.85,Jesus,"s up in the sky and flew on home. Can you dig it? Jesus God, that must have been something to see. And yo",annotator_2,overlap
Song of Solomon (1977),Ruth,246842,246846,thematic_reference,0.9,Ruth,"rs, she put her fingers to her lips in disbelief. Ruth was sixty-two years old. Lena had no idea she cou",annotator_2,overlap
Tar Baby (1981),mark,423261,423265,thematic_reference,0.9,Mark,"e was saying it. “It's funny, but I would see the mark and hear him cry but somehow I didn't believe it",annotator_2,overlap
Song of Solomon (1977),Grace,595770,595775,thematic_reference,0.8,Grace,Heddy. I didn't want to go into all of that with Grace. You can imagine what she'd do with that informat,annotator_2,overlap
A Mercy (2008),Jacob,144484,144489,character_reference,0.85,Jacob,alive. She once received a message from a captain Jacob knew. Eighteen months after he was charged to mak,annotator_2,overlap
Song of Solomon (1977),Ruth,112729,112733,thematic_reference,0.9,Ruth,"delighted. His son belonged to him now and not to Ruth, and he was relieved at not having to walk all ov",annotator_2,unique
Song of Solomon (1977),Ruth,619320,619324,thematic_reference,0.9,Ruth,"their father in Virginia), and relations between Ruth and Macon were the same and would always be. Just",annotator_2,overlap
Song of Solomon (1977),Pilate,248359,248365,character_reference,0.7,Pilate,"except for getting there-to Darling Street, where Pilate lived and where, she supposed, Hagar lived too. H",annotator_2,overlap
Beloved (1987),job,459222,459225,thematic_reference,0.9,Job,"u this house."" ""Nobody gave me nothing."" ""I got a job from them."" ""He got a cook from them, girl."" ""Oh,",annotator_2,overlap
Song of Solomon (1977),Hagar,83203,83208,character_reference,0.85,Hagar,"the-half-millionth."" ""Can if the winner is Reba,"" Hagar said. ""The only reason they got a second was caus",annotator_2,overlap
Beloved (1987),John,450398,450402,thematic_reference,0.9,John,"es and sassy prints. She walked the four miles to John Shillito's to buy yellow ribbon, shiny buttons an",annotator_2,overlap
Song of Solomon (1977),Pilate,248823,248829,character_reference,0.7,Pilate,"walk and she was sweating by the time she got to Pilate's house. The door was open, but nobody was inside",annotator_2,unique
Song of Solomon (1977),Pilate,280740,280746,character_reference,0.7,Pilate,"her, taking time out to produce one child, Hagar, Pilate thought it might be time for a change. Not becaus",annotator_2,unique
Song of Solomon (1977),Pilate,95220,95226,character_reference,0.7,Pilate,"comfortable and soft. Milkman spoke softly too. ""Pilate said somebody shot your father. Five feet into th",annotator_2,overlap
Tar Baby (1981),Paul,205797,205801,character_reference,0.85,Paul,"rom the bed toward her. ""What do you like? Billy? Paul? What about Rastus?"" ""Don't be funny. What is you",annotator_2,overlap
Song of Solomon (1977),Pilate,80057,80063,character_reference,0.85,Pilate,"all sit down."" ""Floor's good enough for me,"" said Pilate, and she squatted down on her haunches and lifted",annotator_2,unique
A Mercy (2008),Jacob,22808,22813,character_reference,0.85,Jacob,"e followed by D'Ortega's call. ""Well timed! Come, Jacob. Come."" He motioned toward a parlor. ""Good day, s",annotator_2,overlap
Paradise (1998),Eve,516410,516413,character_reference,0.7,Eve,"break them in two. Never put one over the other. Eve is Mary's mother. Mary is the daugh- ter of Eve.""",annotator_2,overlap
The Bluest Eye (1970),mark,259308,259312,thematic_reference,0.9,Mark,"well-phrased, well-placed, well-faced lies. But, mark you, I hated it. Not for a moment did I love the",annotator_2,overlap
Song of Solomon (1977),Pilate,250945,250951,character_reference,0.7,Pilate,", her hands clasped between her knees. It was not Pilate. Ruth stood still and looked at the woman's back.",annotator_2,overlap
A Mercy (2008),Jacob,45849,45854,character_reference,0.85,Jacob,"in Barbados. ""Still the risk is high,"" countered Jacob. ""I've heard of whole estates cut down by disease",annotator_2,overlap
Beloved (1987),Paul,210695,210699,character_reference,0.85,Paul,"atted in muddy water, slept above it, peed in it. Paul D thought he was screaming; his mouth was open an",annotator_2,overlap
Tar Baby (1981),Gideon,363989,363995,character_reference,0.7,Gideon,"Wonderful,"" said Valerian. ""Thérèse the Thief and Gideon the Get Away Man."" Ondine looked up. ""They didn't",annotator_2,overlap
Song of Solomon (1977),Pilate,302245,302251,character_reference,0.7,Pilate,"said give me a little bit-"" ""No. Not that. About Pilate and a sack."" ""Yeah. Her sack. You've seen it, hav",annotator_2,overlap
Sula (1973),Jude,145492,145496,thematic_reference,0.9,Jude,"""You puttin' it on, Nel. Jude must be wore out."" ""Jude must be wore out? You don't care nothin' 'bout my",annotator_2,overlap
Paradise (1998),Aaron,557389,557394,character_reference,0.85,Aaron,"meet him. He and Lone would get to Deed Sands and Aaron Poole. Melinda said they ought to notify Dovey, b",annotator_2,overlap
Beloved (1987),Paul,506102,506106,character_reference,0.85,Paul,". Well, good luck with the job."" ""Thank you. And, Paul D, you don't have to stay 'way, but be careful ho",annotator_2,unique
Song of Solomon (1977),hope,409577,409581,thematic_reference,0.8,Hope,"w."" Milkman turned around and sat on the sill. ""I hope it is a rainbow, and nobody has run off with the",annotator_2,overlap
Tar Baby (1981),Gideon,546455,546461,character_reference,0.7,Gideon,"aid to Gideon. ""Now, while there is still light."" Gideon ran his tongue over his stone-white teeth. ""No. I",annotator_2,overlap
The Bluest Eye (1970),Mary,241819,241823,character_reference,0.85,Mary,"mlet's abuse of Ophelia, but not Christ's love of Mary Magdalene; Hamlet's frivolous politics, but not C",annotator_2,overlap
Tar Baby (1981),Gideon,183824,183830,character_reference,0.7,Gideon,"a bet on how long the chocolate eater could last. Gideon said, ""Long as he wants. Till New Year,"" while sh",annotator_2,overlap
Paradise (1998),Mary,451023,451027,character_reference,0.85,Mary,"e swelling in the places where radishes had been, Mary Magna and Sister Roberta returned, severely irrit",annotator_2,unique
Song of Solomon (1977),Hagar,168280,168285,character_reference,0.85,Hagar,"ssed and his puppy breath came as fast as ever in Hagar's presence. It slowed finally, after Guitar took",annotator_2,overlap
Paradise (1998),Jesus,22445,22450,character_reference,0.85,Jesus,s new paint is the space where there used to be a Jesus. The brothers approaching the cellar were once id,annotator_2,overlap
Song of Solomon (1977),Hagar,303313,303318,character_reference,0.85,Hagar,"ed my head on it. Made a hickey too. When I asked Hagar what it was she said, 'Pilate's inheritance.'"" ""A",annotator_2,overlap
Song of Solomon (1977),Pilate,162856,162862,character_reference,0.7,Pilate,"last name."" ""Ask Pilate."" ""Yeah. I'll ask Pilate. Pilate knows. It's in that dumb-ass box hanging from her",annotator_2,overlap
Jazz (1992),lot,318317,318320,character_reference,0.7,Lot,"ee Negroes play baseball ‘in the flesh and on the lot, goddamnit.' It tickles him that whitepeople are",annotator_2,overlap
Song of Solomon (1977),Magdalene,230750,230759,character_reference,0.85,Magdalene,"ould be no remembrance of who he was or where. Of Magdalene called Lena and First Corinthians, of his father",annotator_2,unique
Beloved (1987),Paul,82829,82833,character_reference,0.85,Paul,interference and on the third day flat-out asked Paul D how long he was going to hang around. The phras,annotator_2,overlap
